locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKFMKLHP_03354	CDS	702	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
AKFMKLHP_03355	CDS	483				hypothetical protein
AKFMKLHP_03356	CDS	942				hypothetical protein
AKFMKLHP_03357	CDS	546				Protein csk22
AKFMKLHP_03358	CDS	324	czrA		COG0640	HTH-type transcriptional repressor CzrA
AKFMKLHP_03359	CDS	678				hypothetical protein
AKFMKLHP_03360	CDS	537				hypothetical protein
AKFMKLHP_03361	CDS	783				hypothetical protein
AKFMKLHP_03362	CDS	498				hypothetical protein
AKFMKLHP_03363	CDS	978	mccF			Microcin C7 self-immunity protein MccF
AKFMKLHP_03364	CDS	1059	des	1.14.19.-	COG3239	Fatty acid desaturase
AKFMKLHP_03365	CDS	1113	desK_2	2.7.13.3	COG4585	Sensor histidine kinase DesK
AKFMKLHP_03366	CDS	600	desR_2		COG2197	Transcriptional regulatory protein DesR
AKFMKLHP_03367	CDS	864	yocH		COG1388	Cell wall-binding protein YocH
AKFMKLHP_03368	CDS	1776	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
AKFMKLHP_03369	CDS	627	azoR1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
AKFMKLHP_03370	CDS	492	yocK		COG1734	General stress protein 16O
AKFMKLHP_03371	CDS	333				hypothetical protein
AKFMKLHP_03372	CDS	228				hypothetical protein
AKFMKLHP_03373	CDS	477	yocM		COG0071	Salt stress-responsive protein YocM
AKFMKLHP_03374	CDS	264				hypothetical protein
AKFMKLHP_03375	CDS	234				hypothetical protein
AKFMKLHP_03376	CDS	345				hypothetical protein
AKFMKLHP_03377	CDS	204				hypothetical protein
AKFMKLHP_03378	CDS	1488	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
AKFMKLHP_03379	CDS	1899	sqhC	4.2.1.137	COG1657	Sporulenol synthase
AKFMKLHP_03380	CDS	846				hypothetical protein
AKFMKLHP_03381	CDS	1338				hypothetical protein
AKFMKLHP_03382	CDS	966	panS_1		COG0385	Pantothenate precursors transporter PanS
AKFMKLHP_03383	CDS	1254	odhB	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
AKFMKLHP_03384	CDS	2835	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
AKFMKLHP_03385	CDS	1917				hypothetical protein
AKFMKLHP_03386	CDS	891				hypothetical protein
AKFMKLHP_03387	CDS	591	yojM		COG2032	Superoxide dismutase-like protein YojM
AKFMKLHP_03388	CDS	1245	cwlS	3.4.19.11	COG0791	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS
AKFMKLHP_03389	CDS	1218	oleD_2	2.4.1.-		Oleandomycin glycosyltransferase
AKFMKLHP_03390	CDS	615	cdaS	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaS
AKFMKLHP_03391	CDS	111				hypothetical protein
AKFMKLHP_03392	CDS	1359	norM		COG0534	Multidrug resistance protein NorM
AKFMKLHP_03393	CDS	849	rsbRC		COG1366	RsbT co-antagonist protein RsbRC
AKFMKLHP_03394	CDS	666	bshB2	3.5.1.-	COG2120	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2
AKFMKLHP_03395	CDS	351	yojF			putative protein YojF
AKFMKLHP_03396	CDS	279				hypothetical protein
AKFMKLHP_03397	CDS	897	rarD		COG2962	Protein RarD
AKFMKLHP_03398	CDS	474	gerT			Spore germination protein GerT
AKFMKLHP_03399	CDS	237				hypothetical protein
AKFMKLHP_03400	CDS	1335	gntT_1		COG2610	High-affinity gluconate transporter
AKFMKLHP_03401	CDS	390				hypothetical protein
AKFMKLHP_03402	CDS	339	yodB_2		COG1733	HTH-type transcriptional regulator YodB
AKFMKLHP_03403	CDS	609	yodC_1	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
AKFMKLHP_03404	CDS	603	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
AKFMKLHP_03405	CDS	912	mhqE	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqE
AKFMKLHP_03406	CDS	201				hypothetical protein
AKFMKLHP_03407	CDS	1491	yodF_2		COG0591	putative symporter YodF
AKFMKLHP_03408	CDS	1401	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
AKFMKLHP_03409	CDS	702	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AKFMKLHP_03410	CDS	252				hypothetical protein
AKFMKLHP_03411	CDS	822	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
AKFMKLHP_03412	CDS	702	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
AKFMKLHP_03413	CDS	126				hypothetical protein
AKFMKLHP_03414	CDS	315				hypothetical protein
AKFMKLHP_03415	CDS	612	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
AKFMKLHP_03416	CDS	177				hypothetical protein
AKFMKLHP_03417	CDS	144				hypothetical protein
AKFMKLHP_03418	CDS	681				hypothetical protein
AKFMKLHP_03419	CDS	225				hypothetical protein
AKFMKLHP_03420	CDS	279				hypothetical protein
AKFMKLHP_03421	CDS	1416	kamA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
AKFMKLHP_03422	CDS	828	yodP	2.3.1.-		N-acetyltransferase YodP
AKFMKLHP_03423	CDS	1305	ylmB_2	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
AKFMKLHP_03424	CDS	654	scoB_2	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
AKFMKLHP_03425	tRNA	97				tRNA-Asn(gtt)
AKFMKLHP_03426	CDS	1335	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
AKFMKLHP_03427	CDS	156				hypothetical protein
AKFMKLHP_03428	CDS	114				hypothetical protein
AKFMKLHP_03429	CDS	780				hypothetical protein
AKFMKLHP_03430	CDS	1281				hypothetical protein
AKFMKLHP_03431	CDS	306				hypothetical protein
AKFMKLHP_03432	CDS	402				hypothetical protein
AKFMKLHP_03433	CDS	954				hypothetical protein
AKFMKLHP_03434	CDS	1149	phy	3.1.3.8	COG4247	3-phytase
AKFMKLHP_03435	CDS	426	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
AKFMKLHP_03436	CDS	177				hypothetical protein
AKFMKLHP_03437	CDS	588				hypothetical protein
AKFMKLHP_03438	CDS	243				hypothetical protein
AKFMKLHP_03439	CDS	132				hypothetical protein
AKFMKLHP_03440	CDS	213				hypothetical protein
AKFMKLHP_03441	CDS	363				hypothetical protein
AKFMKLHP_03442	CDS	303				hypothetical protein
AKFMKLHP_03443	CDS	147				hypothetical protein
AKFMKLHP_03444	CDS	132				hypothetical protein
AKFMKLHP_03445	CDS	192				hypothetical protein
AKFMKLHP_03446	CDS	828				hypothetical protein
AKFMKLHP_03447	CDS	219	sspC			Small, acid-soluble spore protein C
AKFMKLHP_03448	CDS	354				hypothetical protein
AKFMKLHP_03449	CDS	342				hypothetical protein
AKFMKLHP_03450	CDS	291				hypothetical protein
AKFMKLHP_03451	CDS	246				hypothetical protein
AKFMKLHP_03452	CDS	450	sbmC			DNA gyrase inhibitor
AKFMKLHP_03453	CDS	429	yosS	3.6.1.23	COG0756	SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS
AKFMKLHP_03454	CDS	243	trxA_2		COG0526	Thioredoxin
AKFMKLHP_03455	CDS	372	nrdF_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
AKFMKLHP_03456	CDS	522				hypothetical protein
AKFMKLHP_03457	CDS	423	nrdF_2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
AKFMKLHP_03458	CDS	192				hypothetical protein
AKFMKLHP_03459	CDS	1311	rfnT_1			Riboflavin transporter RfnT
AKFMKLHP_03460	CDS	765				hypothetical protein
AKFMKLHP_03461	CDS	543	sttH	3.5.2.19		Streptothricin hydrolase
AKFMKLHP_03462	CDS	450	lrpC_2		COG1522	HTH-type transcriptional regulator LrpC
AKFMKLHP_03463	CDS	411	lrpC_3		COG1522	HTH-type transcriptional regulator LrpC
AKFMKLHP_03464	CDS	1020				hypothetical protein
AKFMKLHP_03465	CDS	930				hypothetical protein
AKFMKLHP_03466	CDS	120				hypothetical protein
AKFMKLHP_03467	CDS	1176	rapI	3.1.-.-		Response regulator aspartate phosphatase I
AKFMKLHP_03468	CDS	801				hypothetical protein
AKFMKLHP_03469	CDS	381				hypothetical protein
AKFMKLHP_03470	CDS	507				hypothetical protein
AKFMKLHP_03471	CDS	990				hypothetical protein
AKFMKLHP_03472	CDS	2439				hypothetical protein
AKFMKLHP_03473	CDS	327				hypothetical protein
AKFMKLHP_03474	CDS	2307				hypothetical protein
AKFMKLHP_03475	CDS	525				hypothetical protein
AKFMKLHP_03476	CDS	249				hypothetical protein
AKFMKLHP_03477	CDS	1065				hypothetical protein
AKFMKLHP_03478	CDS	219				hypothetical protein
AKFMKLHP_03479	CDS	291				hypothetical protein
AKFMKLHP_03480	CDS	270				hypothetical protein
AKFMKLHP_03481	CDS	1059				hypothetical protein
AKFMKLHP_03482	CDS	1443				hypothetical protein
AKFMKLHP_03483	CDS	381				hypothetical protein
AKFMKLHP_03484	CDS	261				hypothetical protein
AKFMKLHP_03485	CDS	261				hypothetical protein
AKFMKLHP_03486	CDS	195	xis			ICEBs1 excisionase
AKFMKLHP_03487	CDS	384	immR		COG1396	HTH-type transcriptional regulator ImmR
AKFMKLHP_03488	CDS	510	immA	3.4.-.-	COG2856	Metallopeptidase ImmA
AKFMKLHP_03489	CDS	1107	xerC_3			Tyrosine recombinase XerC
AKFMKLHP_03490	tRNA	84				tRNA-Leu(gag)
AKFMKLHP_03491	tRNA	83				tRNA-Leu(tag)
AKFMKLHP_03492	tRNA	76				tRNA-Lys(ttt)
AKFMKLHP_03493	tRNA	75				tRNA-Gln(ttg)
AKFMKLHP_03494	tRNA	72				tRNA-Glu(ttc)
AKFMKLHP_03495	tRNA	91				tRNA-Ser(gct)
AKFMKLHP_03496	tRNA	75				tRNA-Asn(gtt)
AKFMKLHP_03497	CDS	453				Protein SprT-like protein
AKFMKLHP_03498	CDS	2160	yhgF		COG2183	Protein YhgF
AKFMKLHP_03499	CDS	444				hypothetical protein
AKFMKLHP_03500	CDS	441				hypothetical protein
AKFMKLHP_03501	CDS	162				hypothetical protein
AKFMKLHP_03502	CDS	162				hypothetical protein
AKFMKLHP_03503	CDS	117				hypothetical protein
AKFMKLHP_03504	CDS	600	rsbX	3.1.3.3		Phosphoserine phosphatase RsbX
AKFMKLHP_03505	CDS	789	sigB		COG1191	RNA polymerase sigma-B factor
AKFMKLHP_03506	CDS	483	rsbW	2.7.11.1	COG2172	Serine-protein kinase RsbW
AKFMKLHP_03507	CDS	330	rsbV		COG1366	Anti-sigma-B factor antagonist
AKFMKLHP_03508	CDS	1008	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
AKFMKLHP_03509	CDS	402	rsbT	2.7.11.1	COG2172	Serine/threonine-protein kinase RsbT
AKFMKLHP_03510	CDS	366	rsbS		COG1366	RsbT antagonist protein RsbS
AKFMKLHP_03511	CDS	822	rsbRA		COG1366	RsbT co-antagonist protein RsbRA
AKFMKLHP_03512	CDS	351	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
AKFMKLHP_03513	CDS	282	ndoAI		COG0864	Antitoxin EndoAI
AKFMKLHP_03514	CDS	1170	alr	5.1.1.1		Alanine racemase
AKFMKLHP_03515	CDS	1122	ydcC		COG2834	Sporulation protein YdcC
AKFMKLHP_03516	CDS	366	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
AKFMKLHP_03517	CDS	600	glpG	3.4.21.105		Rhomboid protease GlpG
AKFMKLHP_03518	CDS	1482				hypothetical protein
AKFMKLHP_03519	CDS	480				hypothetical protein
AKFMKLHP_03520	CDS	1485	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
AKFMKLHP_03521	CDS	1446	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
AKFMKLHP_03522	CDS	1086	ddl	6.3.2.4		D-alanine--D-alanine ligase
AKFMKLHP_03523	CDS	321	ydbP		COG0526	Thioredoxin-like protein YdbP
AKFMKLHP_03524	CDS	873	mneS_2		COG0053	Manganese efflux system protein MneS
AKFMKLHP_03525	CDS	165				hypothetical protein
AKFMKLHP_03526	CDS	147				hypothetical protein
AKFMKLHP_03527	CDS	1146	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
AKFMKLHP_03528	CDS	336				hypothetical protein
AKFMKLHP_03529	CDS	768				hypothetical protein
AKFMKLHP_03530	CDS	927	bcrA_3			Bacitracin transport ATP-binding protein BcrA
AKFMKLHP_03531	CDS	1053				hypothetical protein
AKFMKLHP_03532	CDS	1266	dctA		COG1301	C4-dicarboxylate transport protein
AKFMKLHP_03533	CDS	681	dcuR_2		COG4565	Transcriptional regulatory protein DcuR
AKFMKLHP_03534	CDS	1608	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
AKFMKLHP_03535	CDS	1053	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
AKFMKLHP_03536	CDS	822	ydbD_2	1.11.1.6	COG3546	putative manganese catalase
AKFMKLHP_03537	CDS	360				hypothetical protein
AKFMKLHP_03538	CDS	342				hypothetical protein
AKFMKLHP_03539	CDS	372	gsiB		COG3729	Glucose starvation-inducible protein B
AKFMKLHP_03540	CDS	819				hypothetical protein
AKFMKLHP_03541	CDS	453				hypothetical protein
AKFMKLHP_03542	CDS	258				hypothetical protein
AKFMKLHP_03543	CDS	1278	mntH_1		COG1914	Divalent metal cation transporter MntH
AKFMKLHP_03544	CDS	267				hypothetical protein
AKFMKLHP_03545	CDS	1725	ydaP		COG0028	Putative thiamine pyrophosphate-containing protein YdaP
AKFMKLHP_03546	CDS	450	rppH	3.6.1.-		RNA pyrophosphohydrolase
AKFMKLHP_03547	CDS	1824	kimA		COG0531	Potassium transporter KimA
AKFMKLHP_03548	CDS	2121				hypothetical protein
AKFMKLHP_03549	CDS	1263		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
AKFMKLHP_03550	CDS	1731				hypothetical protein
AKFMKLHP_03551	CDS	852	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
AKFMKLHP_03552	CDS	1089				hypothetical protein
AKFMKLHP_03553	CDS	2184	topB	5.6.2.1	COG0550	DNA topoisomerase 3
AKFMKLHP_03554	CDS	435	lrpC_4		COG1522	HTH-type transcriptional regulator LrpC
AKFMKLHP_03555	CDS	291				hypothetical protein
AKFMKLHP_03556	CDS	810	amj			Lipid II flippase Amj
AKFMKLHP_03557	CDS	423	ydaG		COG3871	General stress protein 26
AKFMKLHP_03558	CDS	552	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
AKFMKLHP_03559	CDS	504	ydaE	5.3.1.15	COG3822	putative D-lyxose ketol-isomerase
AKFMKLHP_03560	CDS	861	ydaD_3	1.-.-.-		General stress protein 39
AKFMKLHP_03561	CDS	597	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AKFMKLHP_03562	CDS	1512	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AKFMKLHP_03563	CDS	2085	mtlR			Transcriptional regulator MtlR
AKFMKLHP_03564	CDS	903	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
AKFMKLHP_03565	CDS	2007	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
AKFMKLHP_03566	CDS	288				hypothetical protein
AKFMKLHP_03567	CDS	246				hypothetical protein
AKFMKLHP_03568	CDS	642	lipC_2	3.-.-.-	COG2755	Spore germination lipase LipC
AKFMKLHP_03569	CDS	756	kipR		COG1414	HTH-type transcriptional regulator KipR
AKFMKLHP_03570	CDS	1008	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
AKFMKLHP_03571	CDS	723	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
AKFMKLHP_03572	CDS	792		4.2.1.-	COG4336	Putative hydro-lyase
AKFMKLHP_03573	CDS	1215	mntH_2			Divalent metal cation transporter MntH
AKFMKLHP_03574	CDS	774	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
AKFMKLHP_03575	CDS	750	ycsE	3.1.3.104		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
AKFMKLHP_03576	CDS	165				hypothetical protein
AKFMKLHP_03577	CDS	393	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
AKFMKLHP_03578	CDS	609				hypothetical protein
AKFMKLHP_03579	CDS	426	sipU	3.4.21.89	COG0681	Signal peptidase I U
AKFMKLHP_03580	CDS	243				hypothetical protein
AKFMKLHP_03581	CDS	1059	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
AKFMKLHP_03582	CDS	1122	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
AKFMKLHP_03583	CDS	432	mtlF		COG2213	Mannitol-specific phosphotransferase enzyme IIA component
AKFMKLHP_03584	CDS	1437	mtlA			PTS system mannitol-specific EIICB component
AKFMKLHP_03585	CDS	354	ycnL			putative protein YcnL
AKFMKLHP_03586	CDS	573	ycnK		COG1349	HTH-type transcriptional repressor YcnK
AKFMKLHP_03587	CDS	1626	ycnJ		COG1276	Copper transport protein YcnJ
AKFMKLHP_03588	CDS	615	ycnI		COG4549	putative protein YcnI
AKFMKLHP_03589	CDS	786	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
AKFMKLHP_03590	CDS	864	glcU		COG4975	Glucose uptake protein GlcU
AKFMKLHP_03591	CDS	1389	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
AKFMKLHP_03592	CDS	1311	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
AKFMKLHP_03593	CDS	1440	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
AKFMKLHP_03594	CDS	315				hypothetical protein
AKFMKLHP_03595	CDS	288	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
AKFMKLHP_03596	CDS	750	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
AKFMKLHP_03597	CDS	879				hypothetical protein
AKFMKLHP_03598	CDS	1419	farB			Fatty acid resistance protein FarB
AKFMKLHP_03599	CDS	954	yclQ		COG4607	Petrobactin-binding protein YclQ
AKFMKLHP_03600	CDS	759	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
AKFMKLHP_03601	CDS	948	yclO		COG4605	Petrobactin import system permease protein YclO
AKFMKLHP_03602	CDS	951	yclN		COG4606	Petrobactin import system permease protein YclN
AKFMKLHP_03603	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
AKFMKLHP_03604	CDS	114				hypothetical protein
AKFMKLHP_03605	CDS	123	phrC			Phosphatase RapC inhibitor
AKFMKLHP_03606	CDS	1149	rapF_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
AKFMKLHP_03607	CDS	1419	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
AKFMKLHP_03608	CDS	684	srrA_2		COG0745	Transcriptional regulatory protein SrrA
AKFMKLHP_03609	CDS	1461				hypothetical protein
AKFMKLHP_03610	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
AKFMKLHP_03611	CDS	1122	yndE_1			Spore germination protein YndE
AKFMKLHP_03612	CDS	1224	gerBC_3			Spore germination protein B3
AKFMKLHP_03613	CDS	1635	gerBA_2			Spore germination protein B1
AKFMKLHP_03614	CDS	222				hypothetical protein
AKFMKLHP_03615	CDS	1755				hypothetical protein
AKFMKLHP_03616	CDS	1479	dtpT		COG3104	Di-/tripeptide transporter
AKFMKLHP_03617	CDS	846	pip_1	3.4.11.5		Proline iminopeptidase
AKFMKLHP_03618	CDS	465				hypothetical protein
AKFMKLHP_03619	CDS	228	bsdD			Protein BsdD
AKFMKLHP_03620	CDS	1422	bsdC	4.1.1.61	COG0043	Phenolic acid decarboxylase
AKFMKLHP_03621	CDS	615	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
AKFMKLHP_03622	CDS	873	benM			HTH-type transcriptional regulator BenM
AKFMKLHP_03623	CDS	807	tcyA		COG0834	L-cystine-binding protein TcyA
AKFMKLHP_03624	CDS	705	tcyB		COG0765	L-cystine transport system permease protein TcyB
AKFMKLHP_03625	CDS	744	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
AKFMKLHP_03626	CDS	648				hypothetical protein
AKFMKLHP_03627	CDS	498	sfp	2.7.8.7	COG2091	4'-phosphopantetheinyl transferase Sfp
AKFMKLHP_03628	CDS	1335	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
AKFMKLHP_03629	CDS	939				hypothetical protein
AKFMKLHP_03630	CDS	558				hypothetical protein
AKFMKLHP_03631	CDS	1227				L-lactate transporter
AKFMKLHP_03632	CDS	729	srfAD	3.1.2.-	COG3208	Surfactin synthase thioesterase subunit
AKFMKLHP_03633	CDS	3828	srfAC		COG3319	Surfactin synthase subunit 3
AKFMKLHP_03634	CDS	1317	srfAB			Surfactin synthase subunit 2
AKFMKLHP_03635	CDS	735	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AKFMKLHP_03636	CDS	270	pqqD			PqqA binding protein
AKFMKLHP_03637	CDS	483				hypothetical protein
AKFMKLHP_03638	CDS	2244	asnH	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 2
AKFMKLHP_03639	CDS	1200				hypothetical protein
AKFMKLHP_03640	CDS	1233	yxaL		COG1520	putative protein YxaL
AKFMKLHP_03641	CDS	426				hypothetical protein
AKFMKLHP_03642	CDS	456				hypothetical protein
AKFMKLHP_03643	CDS	1209				hypothetical protein
AKFMKLHP_03644	CDS	1014	qdoI	1.13.11.24	COG1917	Quercetin 2,3-dioxygenase
AKFMKLHP_03645	CDS	576	yxaF_2			putative HTH-type transcriptional regulator YxaF
AKFMKLHP_03646	CDS	1071	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AKFMKLHP_03647	CDS	432				hypothetical protein
AKFMKLHP_03648	CDS	405	cidA			Holin-like protein CidA
AKFMKLHP_03649	CDS	693	cidB		COG1346	Holin-like protein CidB
AKFMKLHP_03650	CDS	1032	yxaB	2.-.-.-	COG5039	General stress protein 30
AKFMKLHP_03651	CDS	1149	garK	2.7.1.165	COG1929	Glycerate 2-kinase
AKFMKLHP_03652	CDS	732	gntR			putative D-xylose utilization operon transcriptional repressor
AKFMKLHP_03653	CDS	1542	xylB_1	2.7.1.17	COG1070	Xylulose kinase
AKFMKLHP_03654	CDS	1347	gntT_2		COG2610	High-affinity gluconate transporter
AKFMKLHP_03655	CDS	1407	gntZ	1.1.1.343	COG0362	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
AKFMKLHP_03656	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
AKFMKLHP_03657	CDS	1530	ahpF	1.6.99.3	COG3634	NADH dehydrogenase
AKFMKLHP_03658	CDS	1440	bglA	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
AKFMKLHP_03659	CDS	231	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
AKFMKLHP_03660	CDS	711	yydK		COG2188	putative HTH-type transcriptional regulator YydK
AKFMKLHP_03661	CDS	159				hypothetical protein
AKFMKLHP_03662	CDS	723	yydJ			putative peptide export permease protein YydJ
AKFMKLHP_03663	CDS	630	yydI			putative peptide export ATP-binding protein YydI
AKFMKLHP_03664	CDS	759	yydH			Putative peptide zinc metalloprotease protein YydH
AKFMKLHP_03665	CDS	960	moaA_2			GTP 3',8-cyclase
AKFMKLHP_03666	CDS	150	yydF			Putative exported peptide YydF
AKFMKLHP_03667	CDS	1926	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
AKFMKLHP_03668	CDS	1761				hypothetical protein
AKFMKLHP_03669	CDS	423				hypothetical protein
AKFMKLHP_03670	CDS	1446	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AKFMKLHP_03671	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
AKFMKLHP_03672	CDS	171				hypothetical protein
AKFMKLHP_03673	CDS	414				hypothetical protein
AKFMKLHP_03674	CDS	1212	fdhA	1.2.1.46		Glutathione-independent formaldehyde dehydrogenase
AKFMKLHP_03675	CDS	171				hypothetical protein
AKFMKLHP_03676	CDS	249				hypothetical protein
AKFMKLHP_03677	CDS	1164				hypothetical protein
AKFMKLHP_03678	CDS	738				hypothetical protein
AKFMKLHP_03679	CDS	471	yycN_1	2.3.1.-	COG0454	putative N-acetyltransferase YycN
AKFMKLHP_03680	CDS	1098	rapG_2	3.1.-.-		Response regulator aspartate phosphatase G
AKFMKLHP_03681	CDS	117				hypothetical protein
AKFMKLHP_03682	CDS	891	rocF	3.5.3.1	COG0010	Arginase
AKFMKLHP_03683	CDS	1404	rocE		COG0833	Amino-acid permease RocE
AKFMKLHP_03684	CDS	1206	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
AKFMKLHP_03685	CDS	1386	rocR		COG3829	Arginine utilization regulatory protein RocR
AKFMKLHP_03686	CDS	1203	htrA_2	3.4.21.107	COG0265	Serine protease Do-like HtrA
AKFMKLHP_03687	CDS	795	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
AKFMKLHP_03688	CDS	843	yycI		COG4853	Two-component system WalR/WalK regulatory protein YycI
AKFMKLHP_03689	CDS	1377	yycH		COG4863	Two-component system WalR/WalK regulatory protein YycH
AKFMKLHP_03690	CDS	1836	walK	2.7.13.3		Sensor histidine kinase WalK
AKFMKLHP_03691	CDS	711	walR_4		COG0745	Transcriptional regulatory protein WalR
AKFMKLHP_03692	tRNA	74				tRNA-Phe(gaa)
AKFMKLHP_03693	tRNA	77				tRNA-Asp(gtc)
AKFMKLHP_03694	tRNA	72				tRNA-Glu(ttc)
AKFMKLHP_03695	tRNA	76				tRNA-Lys(ttt)
AKFMKLHP_03696	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
AKFMKLHP_03697	CDS	420	yycE			putative protein YycE
AKFMKLHP_03698	CDS	1365	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
AKFMKLHP_03699	CDS	201				hypothetical protein
AKFMKLHP_03700	CDS	204				hypothetical protein
AKFMKLHP_03701	CDS	141	yycC			putative protein YycC
AKFMKLHP_03702	CDS	1209	yycB		COG2807	putative transporter YycB
AKFMKLHP_03703	CDS	2058				hypothetical protein
AKFMKLHP_03704	CDS	450	rplI			50S ribosomal protein L9
AKFMKLHP_03705	CDS	1980	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
AKFMKLHP_03706	CDS	930				hypothetical protein
AKFMKLHP_03707	CDS	150				hypothetical protein
AKFMKLHP_03708	CDS	483	cotF		COG5577	Spore coat protein F
AKFMKLHP_03709	CDS	378	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
